"spellid","charactername","species","gender","house","patronus","incantation","spellname","light","chaptername","movietitle","runtime","budget","placeid","dialogues"
26,"Molly Weasley","Human","Female","Gryffindor",NULL,"Incarcerous","Incarcerous Spell",NULL,"The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"Who else does he have, then?"
18,"Sirius Black","Human","Male","Gryffindor",NULL,"Expecto Patronum","Patronus Charm","Silver","The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"He's got me. He's like a son to me."
18,"Sirius Black","Human","Male","Gryffindor",NULL,"Expecto Patronum","Patronus Charm","Silver","The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"What do you want to know, Harry?"
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"Where's Voldemort? What's he doing?"
18,"Sirius Black","Human","Male","Gryffindor",NULL,"Expecto Patronum","Patronus Charm","Silver","The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"He's hiding for the moment, because the Ministry is ignoring his return and he doesn't want that to change."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"How?"
18,"Sirius Black","Human","Male","Gryffindor",NULL,"Expecto Patronum","Patronus Charm","Silver","The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"The last person You-Know-Who wanted to alert was Dumbledore."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"And what's his plan?"
18,"Sirius Black","Human","Male","Gryffindor",NULL,"Expecto Patronum","Patronus Charm","Silver","The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"He's building up his army again, just like before."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"And you're stopping him from gaining followers?"
11,"Remus Lupin","Werewolf","Male","Gryffindor","Wolf","Colloportus","Locking Spell",NULL,"The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"We're doing our best, but it's proving to be...difficult."
18,"Sirius Black","Human","Male","Gryffindor",NULL,"Expecto Patronum","Patronus Charm","Silver","The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"You see, when the Ministry of Magic insists that Voldemort isn't back."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"But...why?"
11,"Remus Lupin","Werewolf","Male","Gryffindor","Wolf","Colloportus","Locking Spell",NULL,"The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"Fudge likes being Minister of Magic. If it turns out that Voldemort came back under his watch, he'll be sacked."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"But you're telling people, right?"
18,"Sirius Black","Human","Male","Gryffindor",NULL,"Expecto Patronum","Patronus Charm","Silver","The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"Well, they think I'm a mass- murderer, Lupin is a werewolf, Tonks and Arthur would lose their jobs at the Ministry..."
11,"Remus Lupin","Werewolf","Male","Gryffindor","Wolf","Colloportus","Locking Spell",NULL,"The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"But Dumbledore is doing all he can."
16,"Arthur Weasley","Human","Male","Gryffindor","Weasel","Engorgio","Engorgement Charm","Icy blue","The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"If he keeps it up, he might end up in Azkaban. And that would give You- Know-Who a clear field to--"
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"What?"
18,"Sirius Black","Human","Male","Gryffindor",NULL,"Expecto Patronum","Patronus Charm","Silver","The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"You-Know-Who wants something. Something he didn't have last time. A weapon."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"What kind of weapon?"
11,"Remus Lupin","Werewolf","Male","Gryffindor","Wolf","Colloportus","Locking Spell",NULL,"The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"I'm sorry, Harry, we can't say anything more."
26,"Molly Weasley","Human","Female","Gryffindor",NULL,"Incarcerous","Incarcerous Spell",NULL,"The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"Morning, dear! Did you have a good sleep?"
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"No, my scar kept hurting."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"Yeah...nerves..."
26,"Molly Weasley","Human","Female","Gryffindor",NULL,"Incarcerous","Incarcerous Spell",NULL,"The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"Good luck, Harry!"
3,"Hermione Granger","Human","Female","Gryffindor","Otter","Alarte Ascendare","Launch an object up into the air","Red","The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"They'll have to let you off, Harry... You were defending"
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"Thanks, Hermione."
2,"Ron Weasley","Human","Male","Gryffindor","Jack Russell Terrier","Aguamenti","Water-Making Spell","Icy blue","The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"What does he get a hug for?"
2,"Ron Weasley","Human","Male","Gryffindor","Jack Russell Terrier","Aguamenti","Water-Making Spell","Icy blue","The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"Oh, sure, that's why."
2,"Ron Weasley","Human","Male","Gryffindor","Jack Russell Terrier","Aguamenti","Water-Making Spell","Icy blue","The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"Me? Jealous? Of course not, it just doesn't seem fair that you hug one friend more than the other, is all..."
3,"Hermione Granger","Human","Female","Gryffindor","Otter","Alarte Ascendare","Launch an object up into the air","Red","The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"Would you like a hug?"
16,"Arthur Weasley","Human","Male","Gryffindor","Weasel","Engorgio","Engorgement Charm","Icy blue","The Ministry of Magic","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",70,"Well, come on, Harry. Time to go."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"The Ministry of Magic","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",70,"Bye."
16,"Arthur Weasley","Human","Male","Gryffindor","Weasel","Engorgio","Engorgement Charm","Icy blue","The Ministry of Magic","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",70,"Good, good, not very many Muggles."
16,"Arthur Weasley","Human","Male","Gryffindor","Weasel","Engorgio","Engorgement Charm","Icy blue","The Ministry of Magic","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",70,"Well, come on Harry, in we go."
16,"Arthur Weasley","Human","Male","Gryffindor","Weasel","Engorgio","Engorgement Charm","Icy blue","The Ministry of Magic","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",70,"I do love using the Fellytone! Now, let's see, what's the number again..."
NULL,"Goblin",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"The Ministry of Magic","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",70,"Welcome to the Ministry of Magic. Please state your business."
16,"Arthur Weasley","Human","Male","Gryffindor","Weasel","Engorgio","Engorgement Charm","Icy blue","The Ministry of Magic","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",70,"Harry Potter, disciplinary hearing."
NULL,"Goblin",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"The Ministry of Magic","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",70,"Pleas stand by."
16,"Arthur Weasley","Human","Male","Gryffindor","Weasel","Engorgio","Engorgement Charm","Icy blue","The Ministry of Magic","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",70,"Keep close, Harry!"
16,"Arthur Weasley","Human","Male","Gryffindor","Weasel","Engorgio","Engorgement Charm","Icy blue","The Ministry of Magic","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",70,"Ah, Perkins, good morn-"
NULL,"Perkins","Human","Male",NULL,NULL,NULL,NULL,NULL,"The Ministry of Magic","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",70,"Arthur, they've changed the time of Potter's hearing."
16,"Arthur Weasley","Human","Male","Gryffindor","Weasel","Engorgio","Engorgement Charm","Icy blue","The Ministry of Magic","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",70,"Blast! Dumbledore thought they might try that."
NULL,"Perkins","Human","Male",NULL,NULL,NULL,NULL,NULL,"The Ministry of Magic","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",70,"It started at eight!"
16,"Arthur Weasley","Human","Male","Gryffindor","Weasel","Engorgio","Engorgement Charm","Icy blue","The Ministry of Magic","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",70,"Good lord, that was five minutes ago! Come on, Harry!"
NULL,"Goblin",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"The Ministry of Magic","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",70,"Department of Mysteries."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"The Ministry of Magic","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",70,"Department of Mysteries?"
16,"Arthur Weasley","Human","Male","Gryffindor","Weasel","Engorgio","Engorgement Charm","Icy blue","The Ministry of Magic","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",70,"Yep, I've got no idea what they get up to in here, it's top secret."
16,"Arthur Weasley","Human","Male","Gryffindor","Weasel","Engorgio","Engorgement Charm","Icy blue","The Ministry of Magic","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",70,"Come on, Harry!"
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"The Ministry of Magic","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",70,"I've been there before..."
16,"Arthur Weasley","Human","Male","Gryffindor","Weasel","Engorgio","Engorgement Charm","Icy blue","The Ministry of Magic","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",70,"Now, Harry, I find that highly unlikely..."
16,"Arthur Weasley","Human","Male","Gryffindor","Weasel","Engorgio","Engorgement Charm","Icy blue","The Ministry of Magic","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",70,"There you are, Harry, in you go...good luck..."
17,"Cornelius Fudge","Human","Male",NULL,NULL,"Episkey","Episkey",NULL,"The Hearing","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",70,"You're late."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"The Hearing","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",70,"Er...sorry."
17,"Cornelius Fudge","Human","Male",NULL,NULL,"Episkey","Episkey",NULL,"The Hearing","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",70,"No matter, the accused will take his seat."
17,"Cornelius Fudge","Human","Male",NULL,NULL,"Episkey","Episkey",NULL,"The Hearing","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",70,"Very well, we are ready to begin."
4,"Albus Dumbledore","Human","Male","Gryffindor","Phoenix","Alohomora","Unlocking Charm","Blue","The Hearing","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",70,"Witness for the Defence, Albus Percival Wulfric Brian Dumbledore."
17,"Cornelius Fudge","Human","Male",NULL,NULL,"Episkey","Episkey",NULL,"The Hearing","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",70,"Ah...you...er...got our message that the time had changed, did you?"
17,"Cornelius Fudge","Human","Male",NULL,NULL,"Episkey","Episkey",NULL,"The Hearing","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",70,"Well. The...ah...charges."
17,"Cornelius Fudge","Human","Male",NULL,NULL,"Episkey","Episkey",NULL,"The Hearing","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",70,"The charges against the accused shall now be read into the record: That the accused did with deliberation and fore-knowledge of the illegality of his actions, produce a patronus charm in full sight of a Muggle."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"The Hearing","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",70,"Yes."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"The Hearing","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",70,"Yes, but-"
17,"Cornelius Fudge","Human","Male",NULL,NULL,"Episkey","Episkey",NULL,"The Hearing","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",70,"Within full sight of a Muggle?"
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"The Hearing","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",70,"Yes, but-"
NULL,"Susan Bones","Human","Female","Hufflepuff",NULL,NULL,NULL,NULL,"The Hearing","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",70,"You produced a Patronus? A fully- formed Patronus, with a clearly- defined shape?"
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"The Hearing","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",70,"Yes."
NULL,"Susan Bones","Human","Female","Hufflepuff",NULL,NULL,NULL,NULL,"The Hearing","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",70,"That is most remarkable, Mr. Potter."
17,"Cornelius Fudge","Human","Male",NULL,NULL,"Episkey","Episkey",NULL,"The Hearing","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",70,"It doesn't matter how impressive it was!"
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"The Hearing","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",70,"But I did it because of the Dementors!"
NULL,"Susan Bones","Human","Female","Hufflepuff",NULL,NULL,NULL,NULL,"The Hearing","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",70,"What do you mean?"
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"The Hearing","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",70,"My cousin and I were attacked by Dementors. That's why I had to use the Patronus, to drive them away."
